Date (DD/MM/YYYY),Pressure_Sensor_1,Pressure_Sensor_2,Motor_Revolutions_Per_Minute,Motor_Temperature,Motor_Power,Motor_Efficiency,Motor Trip Failure
14/03/2019 15:52,29.63757396,30.31358885,96,51.86,3.52,79.09,0
14/03/2019 15:53,30.53254438,29.17073171,89,45.68,3.11,76.11,0
14/03/2019 15:54,32.29289941,28.90592334,95,54.69,3.26,75.42,0
14/03/2019 15:55,31.64940828,29.53310105,88,52.25,3.27,77.05,0
14/03/2019 15:56,31.92307692,30.37630662,90,48.72,3.07,79.25,0
14/03/2019 15:57,31.06508876,29.42160279,103,47.25,3.53,76.76,0
14/03/2019 15:58,32.3816568,30.40418118,87,47.89,3.45,79.33,0
14/03/2019 15:59,31.94526627,28.20905923,89,54.81,3.27,73.6,0
14/03/2019 16:00,30.66568047,28.73170732,98,49.62,3.63,74.96,0
14/03/2019 16:01,31.25739645,29.40766551,107,53.73,4.03,76.73,0
14/03/2019 16:02,29.74852071,28.48780488,90,51.46,3.53,74.33,0
14/03/2019 16:03,30.53254438,28.21602787,104,46.9,3.89,73.62,0
14/03/2019 16:04,31.1612426,29.03135889,99,52.51,3.72,75.75,0
14/03/2019 16:05,29.80029586,29.62369338,90,55.66,3.31,77.29,0
14/03/2019 16:06,30.26627219,28.02090592,103,45.12,3.83,73.11,0
14/03/2019 16:07,30.91715976,28.95470383,93,53.62,3.49,75.55,0
14/03/2019 16:08,30.79881657,30.34843206,104,55.54,3.81,79.18,0
14/03/2019 16:09,32.35207101,29.08013937,108,46.74,3.81,75.87,0
14/03/2019 16:10,30.17011834,28.55052265,97,51.62,3.3,74.49,0
14/03/2019 16:11,31.99704142,28.54355401,98,49.76,3.56,74.47,0
14/03/2019 16:12,30.67307692,29.02439024,94,51.38,3.08,75.73,0
14/03/2019 16:13,30.72485207,29.79094077,101,52.12,3.19,77.73,0
14/03/2019 16:14,32.5295858,29.12195122,89,54.83,3.44,75.98,0
14/03/2019 16:15,32.4852071,29.60278746,93,53.64,3.26,77.24,0
14/03/2019 16:16,30.46597633,30.46689895,102,49.27,3.93,79.49,0
14/03/2019 16:17,31.24260355,28.66202091,92,48.25,2.91,74.78,0
14/03/2019 16:18,32.01183432,29.12195122,95,45.61,3.7,75.98,0
14/03/2019 16:19,31.1760355,30.06968641,99,54.9,3.66,78.45,0
14/03/2019 16:20,32.5295858,30.25783972,90,55.8,3.6,78.95,0
14/03/2019 16:21,32.43343195,28.89198606,87,53.47,3.04,75.38,0
14/03/2019 16:22,31.87869822,29.59581882,92,53.74,3.14,77.22,0
14/03/2019 16:23,30.69526627,30.00696864,96,51.92,3.88,78.29,0
14/03/2019 16:24,31.64940828,28.06968641,104,48.86,3.38,73.24,0
14/03/2019 16:25,31.06508876,30.65505226,94,54.43,3.4,79.98,0
14/03/2019 16:26,29.74852071,28.6271777,101,47.51,3.17,74.69,0
14/03/2019 16:27,30.06656805,28.02787456,95,55.66,3.25,73.13,0
14/03/2019 16:28,29.71153846,30.10452962,93,46.95,3.24,78.55,0
14/03/2019 16:29,31.71597633,30.57839721,95,49.85,3.33,79.78,0
14/03/2019 16:30,31.64940828,28.18815331,104,48.91,3.56,73.55,0
14/03/2019 16:31,32.05621302,30.33449477,92,45.76,3.19,79.15,0
14/03/2019 16:32,31.1760355,28.16027875,98,53.16,3.63,73.47,0
14/03/2019 16:33,29.82988166,30.1184669,98,50.53,3.31,78.58,0
14/03/2019 16:34,32.44822485,29.63066202,101,50.75,3.29,77.31,0
14/03/2019 16:35,31.69378698,29.56794425,103,54.76,3.56,77.15,0
14/03/2019 16:36,32.38905325,28.36933798,94,48.59,3.6,74.02,0
14/03/2019 16:37,31.08727811,27.94425087,91,53.78,3.75,72.91,0
14/03/2019 16:38,29.58579882,30.53658537,89,52.8,3.33,79.67,0
14/03/2019 16:39,30.42159763,29.34494774,89,50.42,2.76,76.56,0
14/03/2019 16:40,29.90384615,29.61672474,91,46.65,3.55,77.27,0
14/03/2019 16:41,29.78550296,30.17421603,109,45.27,3.54,78.73,0
14/03/2019 16:42,30.93934911,28.69686411,84,50.95,3.08,74.87,0
14/03/2019 16:43,31.98224852,28.73867596,93,45.46,3.49,74.98,0
14/03/2019 16:44,30.64349112,30.48780488,104,50.89,3.44,79.55,0
14/03/2019 16:45,31.2795858,28.72473868,89,50.13,2.95,74.95,0
14/03/2019 16:46,30.34023669,29.09407666,95,49.98,3.47,75.91,0
14/03/2019 16:47,31.1760355,29.42160279,88,45.16,3.22,76.76,0
14/03/2019 16:48,32.4112426,28.87108014,100,55.99,3.31,75.33,0
14/03/2019 16:49,30.66568047,30.1184669,86,45.26,2.9,78.58,0
14/03/2019 16:50,30.63609467,30.06968641,92,47.6,3.17,78.45,0
14/03/2019 16:51,31.70118343,29.39372822,102,54.67,3.66,76.69,0
14/03/2019 16:52,29.68195266,28.41114983,101,45.62,3.85,74.13,0
14/03/2019 16:53,31.24260355,28.30662021,100,50.55,3.79,73.85,0
14/03/2019 16:54,30.48816568,29.35888502,87,46.34,2.99,76.6,0
14/03/2019 16:55,31.92307692,28.80139373,93,53.53,2.91,75.15,0
14/03/2019 16:56,30.14053254,28.65505226,93,52.65,3.05,74.76,0
14/03/2019 16:57,32.04142012,29.19860627,105,48.18,4.07,76.18,0
14/03/2019 16:58,32.02662722,30.12543554,83,45.32,3.12,78.6,0
14/03/2019 16:59,29.67455621,29.62369338,99,48.15,3.6,77.29,0
14/03/2019 17:00,30.00739645,28.33449477,94,53.69,3.55,73.93,0
14/03/2019 17:01,29.71153846,30.6271777,99,47.48,3.34,79.91,0
14/03/2019 17:02,31.76775148,28.68292683,91,47.43,2.94,74.84,0
14/03/2019 17:03,30.35502959,29.63763066,98,53,3.67,77.33,0
14/03/2019 17:04,31.04289941,29.87456446,96,54.48,3.68,77.95,0
14/03/2019 17:05,29.74112426,28.44599303,105,54.65,3.67,74.22,0
14/03/2019 17:06,31.66420118,28.20209059,102,46.64,3.62,73.58,0
14/03/2019 17:07,31.90088757,29.04529617,99,55.75,3.41,75.78,0
14/03/2019 17:08,31.2943787,29.48432056,101,53.78,3.58,76.93,0
14/03/2019 17:09,29.91863905,29.51219512,99,47.86,3.38,77,0
14/03/2019 17:10,30.68047337,29.07317073,98,53.33,3.52,75.85,0
14/03/2019 17:11,30.47337278,28.43205575,92,46.51,3.52,74.18,0
14/03/2019 17:12,31.54585799,30.34146341,101,52.25,3.35,79.16,0
14/03/2019 17:13,31.44970414,28.93379791,106,45.82,3.33,75.49,0
14/03/2019 17:14,30.87278107,27.99303136,100,48.89,3.99,73.04,0
14/03/2019 17:15,30.88017751,29.86062718,93,54.62,3.37,77.91,0
14/03/2019 17:16,29.66715976,28.79442509,103,54.85,3.6,75.13,0
14/03/2019 17:17,32.49260355,29.49825784,88,53.69,2.89,76.96,0
14/03/2019 17:18,30.69526627,30.59233449,99,47.26,3.59,79.82,0
14/03/2019 17:19,31.83431953,29.44947735,105,48.37,3.58,76.84,0
14/03/2019 17:20,30.17751479,29.02439024,89,45.27,3.26,75.73,0
14/03/2019 17:21,30.48816568,30.29965157,92,51.56,2.89,79.05,0
14/03/2019 17:22,29.67455621,29.3728223,99,47.7,3.49,76.64,0
14/03/2019 17:23,30.23668639,30.59233449,109,54.52,3.71,79.82,0
14/03/2019 17:24,29.9852071,30.25087108,97,45.96,3.74,78.93,0
14/03/2019 17:25,29.79289941,29.12891986,105,47.36,3.79,76,0
14/03/2019 17:26,29.66715976,29.44947735,83,54.73,2.82,76.84,0
14/03/2019 17:27,31.88609467,29.37979094,94,45.55,3.71,76.65,0
14/03/2019 17:28,31.13905325,30.53658537,95,53.55,3.59,79.67,0
14/03/2019 17:29,31.3239645,28.10452962,93,55.62,3.65,73.33,0
14/03/2019 17:30,30.71745562,28.52264808,97,55.1,3.91,74.42,0
14/03/2019 17:31,32.21153846,28.18815331,103,46.34,4.01,73.55,0
14/03/2019 17:32,31.46449704,30.12543554,104,47.7,3.35,78.6,0
14/03/2019 17:33,29.63017751,29.73519164,105,48.53,3.71,77.58,0
14/03/2019 17:34,30.68786982,29.19163763,100,49.14,3.51,76.16,0
14/03/2019 17:35,30.60650888,29.91637631,93,55.91,3.15,78.05,0
14/03/2019 17:36,32.4408284,28.04181185,88,53.94,3.37,73.16,0
14/03/2019 17:37,30.20710059,28.96167247,96,54.42,3.33,75.56,0
14/03/2019 17:38,31.09467456,28.62020906,95,54,3.62,74.67,0
14/03/2019 17:39,30.68786982,29.53310105,98,51.9,3.74,77.05,0
14/03/2019 17:40,31.48668639,28.37630662,92,48.87,3.12,74.04,0
14/03/2019 17:41,31.78254438,28.90592334,93,51.64,2.97,75.42,0
14/03/2019 17:42,30.99852071,28.03484321,98,51.44,3.33,73.15,0
14/03/2019 17:43,30.16272189,30.49477352,89,55.73,3.26,79.56,0
14/03/2019 17:44,29.77810651,28.18118467,97,46.79,3.38,73.53,0
14/03/2019 17:45,31.86390533,29.19163763,98,45.68,3.22,76.16,0
14/03/2019 17:46,32.17455621,29.05226481,94,54.94,3.36,75.8,0
14/03/2019 17:47,30.36242604,28.56445993,99,50.48,3.45,74.53,0
14/03/2019 17:48,30.50295858,29.21254355,89,51.55,3.04,76.22,0
14/03/2019 17:49,30.62869822,29.35888502,100,47.2,3.9,76.6,0
14/03/2019 17:50,31.11686391,29.79094077,106,55.41,4.27,76.49,0
14/03/2019 17:51,31.84171598,29.8466899,104,53.47,4.38,78.27,0
14/03/2019 17:52,32.25591716,30.71777003,104,55.84,4.31,79.29,0
14/03/2019 17:53,32.3964497,30.02787456,105,53.53,4.55,79.64,0
14/03/2019 17:54,31.3387574,31.07317073,102,54.67,4.24,77.04,0
14/03/2019 17:55,31.77514793,29.87456446,102,52.82,4.51,78.11,0
14/03/2019 17:56,32.66272189,30,102,53.28,4.47,80.29,0
14/03/2019 17:57,31.66420118,30.62020906,102,52.94,4.32,77.84,0
14/03/2019 17:58,32.49260355,30.9825784,111,54.65,4.44,79.87,0
14/03/2019 17:59,31.73816568,31.12891986,110,53.26,4.44,78.02,0
14/03/2019 18:00,31.45710059,30.43205575,106,54.13,4.28,77.33,0
14/03/2019 18:01,32.15236686,29.78397213,105,53.45,4.58,79.04,0
14/03/2019 18:02,32.79585799,29.70731707,104,53.65,4.33,80.62,0
14/03/2019 18:03,31.24260355,31.05923345,109,52.5,4.39,76.8,0
14/03/2019 18:04,32.63313609,31.31010453,106,54.25,4.33,80.22,0
14/03/2019 18:05,32.66272189,29.63763066,110,53.17,4.57,80.29,0
14/03/2019 18:06,32.22633136,30.50174216,110,53.31,4.43,79.22,0
14/03/2019 18:07,31.96745562,30.58536585,104,52.45,4.37,78.58,0
14/03/2019 18:08,31.3239645,30.4738676,105,53.42,4.31,77,0
14/03/2019 18:09,32.5739645,30.19512195,102,54.16,4.3,80.07,0
14/03/2019 18:10,33.21005917,29.95121951,102,52.8,4.31,81.64,0
14/03/2019 18:11,33.06213018,31.31707317,100,54.48,4.41,81.27,0
14/03/2019 18:12,31.33136095,30.68292683,100,54.94,4.26,77.02,0
14/03/2019 18:13,31.1316568,31.1010453,102,52.51,4.36,76.53,0
14/03/2019 18:14,32.12278107,30.69686411,108,55.8,4.42,78.96,0
14/03/2019 18:15,31.1612426,29.43554007,108,53.17,4.24,76.6,0
14/03/2019 18:16,31.73076923,30.21602787,111,53.66,4.69,78,0
14/03/2019 18:17,32.36686391,31.04529617,101,54.98,4.46,79.56,0
14/03/2019 18:18,32.65532544,29.31010453,110,52.15,4.55,80.27,0
14/03/2019 18:19,32.78846154,31.27526132,107,54.62,4.48,80.6,0
14/03/2019 18:20,31.49408284,29.42857143,107,52.67,4.64,77.42,0
14/03/2019 18:21,31.64201183,29.82578397,103,55.66,4.35,77.78,0
14/03/2019 18:22,32.41863905,30.67595819,100,52.12,4.02,79.69,0
14/03/2019 18:23,33.18786982,29.43554007,108,54,4.58,81.58,0
14/03/2019 18:24,31.1760355,29.91637631,112,53.94,4.78,76.64,0
14/03/2019 18:25,32.3816568,30.02090592,96,53.4,4.12,79.6,0
14/03/2019 18:26,31.64201183,29.27526132,108,52.41,4.54,77.78,0
14/03/2019 18:27,32.21153846,29.31010453,108,55.96,4.47,79.18,0
14/03/2019 18:28,33.18786982,29.58188153,107,52.3,4.51,81.58,0
14/03/2019 18:29,31.80473373,30.26480836,105,52.69,4.61,78.18,0
14/03/2019 18:30,32.46301775,31.33101045,106,53.28,4.31,79.8,0
14/03/2019 18:31,32.37426036,30.76655052,113,54.11,4.65,79.58,0
14/03/2019 18:32,32.27071006,30.64111498,109,54.6,4.8,79.33,0
14/03/2019 18:33,31.1316568,28.26480836,107,53.35,4.34,76.53,0
14/03/2019 18:34,30.1035503,29.96515679,108,46.88,2.85,78.18,0
14/03/2019 18:35,31.05769231,29.2195122,102,53.95,3.01,76.24,0
14/03/2019 18:36,31.95266272,29.54703833,112,46.55,3.32,77.09,0
14/03/2019 18:37,30.58431953,29.34494774,105,49.33,3.26,76.56,0
14/03/2019 18:38,29.97781065,28.31358885,103,47.4,3.62,73.87,0
14/03/2019 18:39,31.42011834,28.13240418,101,50.48,3.15,73.4,0
14/03/2019 18:40,29.85207101,28.58536585,109,53.52,2.81,74.58,0
14/03/2019 18:41,30.86538462,28.41811847,107,55.77,3.13,74.15,0
14/03/2019 18:42,29.9852071,28.18815331,104,46.12,3.2,73.55,0
14/03/2019 18:43,31.04289941,29.50522648,104,52.13,2.9,76.98,0
14/03/2019 18:44,30.36982249,28.28571429,111,53.57,3.08,73.8,0
14/03/2019 18:45,29.8816568,28.1184669,109,52.23,2.79,73.36,0
14/03/2019 18:46,30.72485207,28.13937282,94,48.23,3.33,73.42,0
14/03/2019 18:47,31.04289941,27.94425087,96,50.57,3.22,72.91,0
14/03/2019 18:48,30.48076923,29.79094077,95,48.74,3.35,77.73,0
14/03/2019 18:49,30.85798817,29.1358885,103,49.83,3.51,76.02,0
14/03/2019 18:50,30.89497041,28.80139373,97,47.18,3.36,75.15,0
14/03/2019 18:51,30.1035503,29.21254355,98,55.63,3.21,76.22,0
14/03/2019 18:52,31.74556213,30.19512195,98,47.65,3.84,78.78,0
14/03/2019 18:53,30.28846154,28.76655052,99,48.77,3.73,75.05,0
14/03/2019 18:54,31.56804734,28.37630662,107,54.58,3.56,74.04,0
14/03/2019 18:55,32.27810651,28.92682927,86,51.86,3.23,75.47,0
14/03/2019 18:56,29.75591716,29.6097561,86,50.11,3.13,77.25,0
14/03/2019 18:57,30.71745562,28.11149826,88,54.97,3.13,73.35,0
14/03/2019 18:58,29.74852071,29.23344948,102,45.21,3.51,76.27,0
14/03/2019 18:59,32.26331361,29.39372822,96,45.34,3.5,76.69,0
14/03/2019 19:00,29.66715976,28.45993031,108,53.38,3.69,74.25,0
14/03/2019 19:01,31.62721893,27.98606272,95,55.24,3.61,73.02,0
14/03/2019 19:02,30.28106509,28.34843206,93,52.44,3.53,73.96,0
14/03/2019 19:03,30.43639053,28.31358885,100,49.47,3.82,73.87,0
14/03/2019 19:04,32.26331361,30.02090592,94,51.86,3.54,78.33,0
14/03/2019 19:05,31.71597633,30.66202091,87,55.89,3.03,80,0
14/03/2019 19:06,30.23668639,29.08710801,90,52.38,3.24,75.89,0
14/03/2019 19:07,31.62721893,30.25087108,98,54.71,3.73,78.93,0
14/03/2019 19:08,31.12426036,28.5087108,87,53.19,2.77,74.38,0
14/03/2019 19:09,31.98224852,29.03135889,104,54.84,3.8,75.75,0
14/03/2019 19:10,30.88757396,28.10452962,104,53.47,4.07,73.33,0
14/03/2019 19:11,30.36242604,30.65505226,98,47.1,3.21,79.98,0
14/03/2019 19:12,30.48816568,30.52961672,95,55.2,3.73,79.65,0
14/03/2019 19:13,31.3091716,30.3902439,87,49.89,3.02,79.29,0
14/03/2019 19:14,30.26627219,29.09407666,91,53.67,3.18,75.91,0
14/03/2019 19:15,32.47781065,29.36585366,104,53.16,3.85,76.62,0
14/03/2019 19:16,30.51035503,29.03832753,92,51.3,2.94,75.76,0
14/03/2019 19:17,31.06508876,28.57142857,91,53.88,3.25,74.55,0
14/03/2019 19:18,31.51627219,28.30662021,96,51.46,3.65,73.85,0
14/03/2019 19:19,31.1908284,29.74912892,85,55.9,2.91,77.62,0
14/03/2019 19:20,29.86686391,29.70034843,82,46.52,3.02,77.49,0
14/03/2019 19:21,31.67899408,29.67944251,102,53.18,3.49,77.44,0
14/03/2019 19:22,31.12426036,28.30662021,91,49.17,2.89,73.85,0
14/03/2019 19:23,32.47781065,27.87456446,94,45.81,3.22,72.73,0
14/03/2019 19:24,30.57692308,30.04878049,90,54.35,3.3,78.4,0
14/03/2019 19:25,30.25147929,29.32404181,110,51.17,3.48,76.51,0
14/03/2019 19:26,31.42751479,29.6097561,108,52.77,3.68,77.25,0
14/03/2019 19:27,29.78550296,29.51916376,96,49.38,3.36,77.02,0
14/03/2019 19:28,30.44378698,30.00696864,81,55.38,2.99,78.29,0
14/03/2019 19:29,30.36242604,28.69686411,87,47.32,2.86,74.87,0
14/03/2019 19:30,31.10207101,29.79094077,101,55.78,3.67,77.73,0
14/03/2019 19:31,31.1612426,29.15679443,99,47.79,3.56,76.07,0
14/03/2019 19:32,30.32544379,29.10801394,92,51.3,3.2,75.95,0
14/03/2019 19:33,30.48076923,30.41811847,101,55.87,3.66,79.36,0
14/03/2019 19:34,30.85798817,28.2369338,86,46.29,2.79,73.67,0
14/03/2019 19:35,29.62278107,29.24738676,88,45.49,3.29,76.31,0
14/03/2019 19:36,31.2056213,29.44947735,101,53.61,3.69,76.84,0
14/03/2019 19:37,29.91863905,27.99303136,99,52.96,3.71,73.04,0
14/03/2019 19:38,32.18195266,28.12543554,107,45.81,3.73,73.38,0
14/03/2019 19:39,30.56952663,30.34146341,91,45.48,2.93,79.16,0
14/03/2019 19:40,31.02810651,30.4738676,98,50.91,3.92,79.51,0
14/03/2019 19:41,32.23372781,28.09756098,98,47.49,3.28,73.31,0
14/03/2019 19:42,30.42899408,29.31707317,87,54.4,2.89,76.49,0
14/03/2019 19:43,31.28698225,28.06271777,92,49.1,3.24,73.22,0
14/03/2019 19:44,31.67899408,28.28571429,109,47.47,3.79,73.8,0
14/03/2019 19:45,31.54585799,29.95121951,88,53.5,2.91,78.15,0
14/03/2019 19:46,30.42899408,29.95121951,106,46.95,3.98,78.15,0
14/03/2019 19:47,29.9556213,28.24390244,101,51.34,4.07,73.69,0
14/03/2019 19:48,30.96153846,29.97909408,105,55.96,3.6,78.22,0
14/03/2019 19:49,32.3964497,28.55749129,90,49.99,2.91,74.51,0
14/03/2019 19:50,30.36982249,30.03484321,83,49.31,2.82,78.36,0
14/03/2019 19:51,30.86538462,30.62020906,103,53.53,3.58,79.89,0
14/03/2019 19:52,30.71745562,28.52264808,91,51.31,3.51,74.42,0
14/03/2019 19:53,29.80029586,30.38327526,97,47.52,3.79,79.27,0
14/03/2019 19:54,30.98372781,29.78397213,92,45.83,2.94,77.71,0
14/03/2019 19:55,29.82248521,28.66202091,101,48.38,3.21,74.78,0
14/03/2019 19:56,31.88609467,30.16724739,87,54.79,3.19,78.71,0
14/03/2019 19:57,29.63757396,28.9825784,87,50.36,3.04,75.62,0
14/03/2019 19:58,29.9852071,27.91637631,94,45.15,3.57,72.84,0
14/03/2019 19:59,30.56213018,28.43902439,91,54,3.44,74.2,0
14/03/2019 20:00,31.60502959,30.66202091,100,49.71,3.76,80,0
14/03/2019 20:01,31.76035503,30.16724739,88,48.47,3.02,78.71,0
14/03/2019 20:02,31.1908284,29.24738676,96,46.12,3.11,76.31,0
14/03/2019 20:03,30.74704142,28.18118467,97,46.61,3.29,73.53,0
14/03/2019 20:04,31.53106509,30.04181185,99,54.94,3.74,78.38,0
14/03/2019 20:05,29.77810651,30.24390244,89,47.88,2.89,78.91,0
14/03/2019 20:06,32.03402367,29.37979094,93,53.23,3.24,76.65,0
14/03/2019 20:07,30.96893491,28.39721254,90,49.49,3.29,74.09,0
14/03/2019 20:08,30.55473373,30.04878049,94,48.48,3.5,78.4,0
14/03/2019 20:09,32.4260355,28.01393728,98,52.49,3.17,73.09,0
14/03/2019 20:10,29.82248521,30.3554007,94,48.13,3.26,79.2,0
14/03/2019 20:11,31.2204142,29.11498258,90,50.64,2.95,75.96,0
14/03/2019 20:12,29.9704142,29.37979094,92,54.48,3.45,76.65,0
14/03/2019 20:13,31.98964497,28.42508711,89,54.93,3.09,74.16,0
14/03/2019 20:14,29.97781065,30.16027875,99,46.61,3.57,78.69,0
14/03/2019 20:15,32.4112426,28.52264808,88,49.68,2.94,74.42,0
14/03/2019 20:16,29.77810651,28.31358885,91,45.58,3.2,73.87,0
14/03/2019 20:17,32.15976331,30.11149826,107,45.72,3.67,78.56,0
14/03/2019 20:18,30.97633136,28.29268293,99,52.54,3.84,73.82,0
14/03/2019 20:19,31.01331361,29.14285714,84,46.73,3.16,76.04,0
14/03/2019 20:20,31.71597633,29.81184669,100,51.89,3.8,77.78,0
14/03/2019 20:21,31.45710059,29.05226481,102,53.28,3.58,75.8,0
14/03/2019 20:22,30.40680473,30.66202091,106,55.58,4.11,80,0
14/03/2019 20:23,29.9556213,30.1184669,104,47.74,4.11,78.58,0
14/03/2019 20:24,30.89497041,29.42857143,100,52.21,3.63,76.78,0
14/03/2019 20:25,32.27810651,29.4912892,97,51.37,3.81,76.95,0
14/03/2019 20:26,30.24408284,30.61324042,100,46.13,3.74,79.87,0
14/03/2019 20:27,32.33727811,28.12543554,83,55.49,3.08,73.38,0
14/03/2019 20:28,31.86390533,29.04529617,89,53.7,3.19,75.78,0
14/03/2019 20:29,30.67307692,29.89547038,92,49.6,2.84,78,0
14/03/2019 20:30,31.36094675,29.7630662,87,53.26,3.12,77.65,0
14/03/2019 20:31,31.76035503,29.93031359,89,53.7,3.05,78.09,0
14/03/2019 20:32,30.0591716,28.59233449,104,48.65,3.53,74.6,0
14/03/2019 20:33,30.93195266,29.47038328,101,48.89,3.42,76.89,0
14/03/2019 20:34,30.0591716,27.88850174,86,52.99,3.11,72.76,0
14/03/2019 20:35,31.94526627,30.3554007,99,45.5,3.41,79.2,0
14/03/2019 20:36,29.82988166,30.16027875,94,51.77,3.12,78.69,0
14/03/2019 20:37,30.18491124,28.36236934,101,51.14,3.91,74,0
14/03/2019 20:38,31.05029586,29.55400697,88,49.49,3.36,77.11,0
14/03/2019 20:39,31.39053254,28.1184669,95,54.79,3.35,73.36,0
14/03/2019 20:40,29.82988166,29.97212544,109,48.58,4.17,78.2,0
14/03/2019 20:41,32.31508876,29.82578397,88,47.59,2.74,77.82,0
14/03/2019 20:42,32.30769231,29.97909408,93,55.45,2.95,78.22,0
14/03/2019 20:43,32.32248521,28.94076655,86,54.87,3.35,75.51,0
14/03/2019 20:44,32.01183432,28.96864111,97,53.49,3.26,75.58,0
14/03/2019 20:45,31.96005917,29.19860627,89,55.83,3.69,76.18,0
14/03/2019 20:46,31.54585799,28.32055749,107,52.1,3.93,73.89,0
14/03/2019 20:47,30.11094675,29.10801394,86,49.23,3.45,75.95,0
14/03/2019 20:48,29.65236686,27.88850174,98,54.53,3.38,72.76,0
14/03/2019 20:49,31.2943787,29.94425087,102,53.47,3.79,78.13,0
14/03/2019 20:50,30.82840237,28.96167247,100,52.36,3.88,75.56,0
14/03/2019 20:51,30.79881657,28.22996516,91,55.82,3.37,73.65,0
14/03/2019 20:52,29.79289941,29.98606272,83,53.38,3.11,78.24,0
14/03/2019 20:53,30.88017751,29.18466899,83,48.38,2.89,76.15,0
14/03/2019 20:54,32.10798817,28.60627178,101,54.69,3.5,74.64,0
14/03/2019 20:55,30.54733728,28.40418118,101,54.75,4.03,74.11,0
14/03/2019 20:56,31.15384615,29.94425087,91,51.14,3.32,78.13,0
14/03/2019 20:57,31.72337278,30.52264808,94,55.92,3.21,79.64,0
14/03/2019 20:58,29.85946746,28.57142857,105,48.2,3.62,74.55,0
14/03/2019 20:59,31.84171598,29.17770035,97,48.68,3.85,76.13,0
14/03/2019 21:00,30.69526627,28.21602787,96,55.2,3.24,73.62,0
14/03/2019 21:01,31.64201183,30.19512195,109,53.36,3.58,78.78,0
14/03/2019 21:02,31.08727811,29.42160279,111,52.85,4.48,76.42,0
14/03/2019 21:03,32.52218935,31.05226481,105,53.48,4.33,79.95,0
14/03/2019 21:04,32.5591716,29.61672474,103,55.28,4.37,80.04,0
14/03/2019 21:05,33.00295858,29.30313589,104,53.84,4.51,81.13,0
14/03/2019 21:06,32.15976331,31.16376307,99,53.86,4.46,79.05,0
14/03/2019 21:07,33.00295858,30.1533101,109,53.33,4.43,81.13,0
14/03/2019 21:08,32.93639053,30.99651568,102,53.15,4.15,80.96,0
14/03/2019 21:09,32.21153846,29.35191638,106,55.95,4.4,79.18,0
14/03/2019 21:10,31.12426036,29.46341463,103,52.33,4.14,76.51,0
14/03/2019 21:11,31.2352071,30.6271777,105,54.78,4.55,76.78,0
14/03/2019 21:12,31.48668639,31.24041812,103,54.85,4.17,77.4,0
14/03/2019 21:13,33.12869822,29.88850174,110,52.43,4.41,81.44,0
14/03/2019 21:14,31.97485207,30.99651568,106,55.77,4.71,78.6,0
14/03/2019 21:15,31.55325444,30.21602787,108,54.56,4.31,77.56,0
14/03/2019 21:16,32.6035503,29.97909408,100,53.28,4.22,80.15,0
14/03/2019 21:17,31.15384615,30.81533101,100,55.3,4.41,76.58,0
14/03/2019 21:18,31.37573964,30.75261324,108,52.91,4.46,77.13,0
14/03/2019 21:19,32.83284024,31.0174216,108,55.34,4.56,80.71,0
14/03/2019 21:20,31.53106509,31.35888502,109,54.44,4.54,77.51,0
14/03/2019 21:21,32.24852071,29.58188153,104,52.14,4.11,79.27,0
14/03/2019 21:22,32.99556213,29.47735192,102,52.24,4.05,81.11,0
14/03/2019 21:23,31.08727811,31.1358885,111,52.52,4.56,76.42,0
14/03/2019 21:24,32.43343195,29.728223,107,54.52,4.19,79.73,0
14/03/2019 21:25,32.21153846,29.96515679,105,55.19,4.61,79.18,0
14/03/2019 21:26,31.53106509,31.01045296,105,53.14,4.02,77.51,0
14/03/2019 21:27,32.31508876,30.73170732,106,53.1,4.68,79.44,0
14/03/2019 21:28,33.18786982,29.81881533,109,54.97,4.72,81.58,0
14/03/2019 21:29,32.81065089,30.59930314,98,55.96,4.29,80.65,0
14/03/2019 21:30,32.05621302,30.48780488,109,53.96,4.47,78.8,0
14/03/2019 21:31,32.75147929,30.77351916,107,52.11,4.36,80.51,0
14/03/2019 21:32,32.6183432,29.94425087,106,53.24,4.4,80.18,0
14/03/2019 21:33,32.55177515,30,112,54.15,4.54,80.02,0
14/03/2019 21:34,32.84763314,30.95470383,107,53.17,4.76,80.75,0
14/03/2019 21:35,31.44970414,30.76655052,105,55.62,4.43,77.31,0
14/03/2019 21:36,33.24704142,30.52264808,109,55.82,4.55,81.73,0
14/03/2019 21:37,33.08431953,31.16376307,105,53.14,4.16,81.33,0
14/03/2019 21:38,32.30029586,30.06271777,110,53.46,4.59,79.4,0
14/03/2019 21:39,33.23964497,29.40069686,109,53.38,4.63,81.71,0
14/03/2019 21:40,31.76035503,29.45644599,107,54.73,4.21,78.07,0
14/03/2019 21:41,32.04881657,30.65505226,101,52.29,4.53,78.78,0
14/03/2019 21:42,32.40384615,29.28222997,109,54.17,4.75,79.65,0
14/03/2019 21:43,32.67011834,30.96167247,107,53.44,4.35,80.31,0
14/03/2019 21:44,33.04733728,29.49825784,107,54.18,4.59,81.24,0
14/03/2019 21:45,31.1316568,28.26480836,107,52.99,4.31,76.53,0
14/03/2019 21:46,29.97781065,28.02787456,103,47.79,4,73.13,0
14/03/2019 21:47,30.76183432,28.45296167,99,52.94,3.49,74.24,0
14/03/2019 21:48,30.81360947,28.41811847,88,54.58,3.29,74.15,0
